"country","vaccine","median","iqr","mean","sd","range","quan_01","quan_05","quan_15","quan_25","quan_50","quan_75","quan_85","quan_95","quan_99"
"Tanzania","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Gambia","BCG",3,"(1, 4)",3.1,"(4.25)","(-2, 107)",-2,-1,0,1,3,4,5,8,14
"The Gambia","DTP-D1",2,"(0, 4)",2.5,"(4.47)","(-9, 62)",-4,-2,-1,0,2,4,5,8,18.3
"The Gambia","DTP-D2",3,"(1, 6)",4.1,"(5.56)","(-12, 82)",-3,-1,0,1,3,6,8,13,25.5
"The Gambia","DTP-D3",4,"(2, 8)",5.9,"(6.99)","(-10, 69)",-2,-1,1,2,4,8,10,18,33
"The Gambia","OPV-BD",3,"(1, 4)",3,"(3.62)","(-2, 59)",-2,-1,0,1,3,4,5,7,14
"The Gambia","OPV-D1",2,"(0, 4)",2.4,"(4.21)","(-9, 51)",-5,-2,-1,0,2,4,5,8,16
"The Gambia","OPV-D2",3,"(1, 6)",4.1,"(5.52)","(-10, 82)",-3,-1,0,1,3,6,8,12,25.5
"The Gambia","OPV-D3",4,"(2, 8)",5.9,"(7.1)","(-10, 69)",-2,-1,1,2,4,8,10,18,34
"The Gambia","IPV-D1",4.5,"(2, 9)",6.9,"(8.86)","(-10, 98)",-2,-1,1,2,4.5,9,12,23,48.7
"The Gambia","MCV-D1",3,"(1, 6)",4.5,"(7.43)","(-26, 99)",-6,-1,0,1,3,6,8,15,37.1
"The Gambia","MCV-D2",5,"(2, 11)",6.8,"(11.92)","(-38, 68)",-29,-12,1,2,5,11,14.6,27,50
"The Gambia","HepB-BD",3,"(1, 4)",2.9,"(3.42)","(-2, 56)",-2,-1,0,1,3,4,5,7,13
"The Gambia","HepB-D1",2,"(0, 4)",2.5,"(4.47)","(-9, 62)",-4,-2,-1,0,2,4,5,8,18.3
"The Gambia","HepB-D2",3,"(1, 6)",4.1,"(5.56)","(-12, 82)",-3,-1,0,1,3,6,8,13,25.5
"The Gambia","HepB-D3",4,"(2, 8)",5.9,"(6.99)","(-10, 69)",-2,-1,1,2,4,8,10,18,33
"The Gambia","Hib-D1",2,"(0, 4)",2.5,"(4.47)","(-9, 62)",-4,-2,-1,0,2,4,5,8,18.3
"The Gambia","Hib-D2",3,"(1, 6)",4.1,"(5.56)","(-12, 82)",-3,-1,0,1,3,6,8,13,25.5
"The Gambia","Hib-D3",4,"(2, 8)",5.9,"(6.99)","(-10, 69)",-2,-1,1,2,4,8,10,18,33
"The Gambia","PCV-D1",2,"(0, 4)",2.5,"(4.6)","(-9, 62)",-4,-2,-1,0,2,4,5,8,18.3
"The Gambia","PCV-D2",3,"(1, 6)",4.1,"(5.56)","(-12, 82)",-3,-1,0,1,3,6,8,13,25.5
"The Gambia","PCV-D3",4,"(2, 8)",6,"(7.15)","(-10, 69)",-2,-1,1,2,4,8,11,19,34
"The Gambia","RV-D1",2,"(0, 4)",2.5,"(4.71)","(-9, 106)",-4,-2,-1,0,2,4,5,8,16.8
"The Gambia","RV-D2",3,"(1, 6)",4.1,"(5.62)","(-12, 82)",-3,-1,0,1,3,6,8,13,24
"The Gambia","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","BCG",2,"(0, 4)",4.6,"(10.21)","(-2, 107)",-2,-1,0,0,2,4,6,18,54
"Timor-Leste","DTP-D1",2,"(0, 4)",4.4,"(11.96)","(-7, 108)",-4,-2,-1,0,2,4,6,21,57.4
"Timor-Leste","DTP-D2",3,"(0, 5)",5.5,"(11.72)","(-8, 113)",-4,-2,0,0,3,5,8,23.4,56.5
"Timor-Leste","DTP-D3",3,"(1, 8)",7.2,"(12.7)","(-15, 113)",-5,-2,0,1,3,8,13,30.3,59
"Timor-Leste","OPV-BD",2,"(0, 5)",5.5,"(12.47)","(-2, 134)",-2,-1,0,0,2,5,7,34.2,56
"Timor-Leste","OPV-D1",2,"(0, 4)",3.8,"(10.31)","(-8, 105)",-6,-2,-1,0,2,4,6,17,52.5
"Timor-Leste","OPV-D2",3,"(0, 5)",5,"(10.53)","(-10, 106)",-6,-2,-1,0,3,5,8,21,54.5
"Timor-Leste","OPV-D3",3,"(1, 8)",7,"(12.28)","(-16, 120)",-10.8,-2,0,1,3,8,12.1,30,58.4
"Timor-Leste","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","MCV-D1",2,"(0, 4)",3.8,"(12.86)","(-41, 102)",-23.5,-8,-1,0,2,4,7,26.1,56
"Timor-Leste","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","HepB-D1",2,"(0, 4)",4.4,"(11.96)","(-7, 108)",-4,-2,-1,0,2,4,6,21,57.4
"Timor-Leste","HepB-D2",3,"(0, 5)",5.5,"(11.72)","(-8, 113)",-4,-2,0,0,3,5,8,23.4,56.5
"Timor-Leste","HepB-D3",3,"(1, 8)",7.2,"(12.7)","(-15, 113)",-5,-2,0,1,3,8,13,30.3,59
"Timor-Leste","Hib-D1",2,"(0, 4)",4.4,"(11.96)","(-7, 108)",-4,-2,-1,0,2,4,6,21,57.4
"Timor-Leste","Hib-D2",3,"(0, 5)",5.5,"(11.72)","(-8, 113)",-4,-2,0,0,3,5,8,23.4,56.5
"Timor-Leste","Hib-D3",3,"(1, 8)",7.2,"(12.7)","(-15, 113)",-5,-2,0,1,3,8,13,30.3,59
"Timor-Leste","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor-Leste","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","BCG",2,"(1, 4)",3.8,"(8.23)","(-2, 137)",-2,-1,0,1,2,4,6,12,52
"Togo","DTP-D1",2,"(0, 4)",3.6,"(9.43)","(-8, 160)",-5,-2,-1,0,2,4,6,14,51
"Togo","DTP-D2",3,"(1, 6)",5.4,"(10.02)","(-11, 110)",-4.5,-1,0,1,3,6,9,21,56
"Togo","DTP-D3",4,"(2, 8)",7.7,"(11.84)","(-11, 110)",-3,-1,1,2,4,8,13,30,59
"Togo","OPV-BD",2,"(1, 4)",3.8,"(8.21)","(-2, 137)",-2,-1,0,1,2,4,6,12,52
"Togo","OPV-D1",2,"(0, 4)",3.6,"(9.43)","(-8, 160)",-5,-2,-1,0,2,4,6,14,51
"Togo","OPV-D2",3,"(1, 6)",5.4,"(10.09)","(-11, 110)",-4.4,-1,0,1,3,6,9,21,56
"Togo","OPV-D3",4,"(2, 8)",7.6,"(11.8)","(-11, 110)",-3,-1,1,2,4,8,13,30,59
"Togo","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","MCV-D1",3,"(1, 7)",6.9,"(15.15)","(-37, 176)",-12.8,-4,-1,1,3,7,12,34.8,70
"Togo","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","HepB-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","HepB-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","HepB-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","PCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","PCV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","BCG",1,"(0, 2)",2.9,"(10.32)","(-7, 105)",-2,-2,-1,0,1,2,3,8.3,54
"Turkey","DTP-D1",1,"(-0.5, 2)",2.7,"(9.96)","(-8, 105)",-3.3,-2,-1,-0.5,1,2,3,11,54
"Turkey","DTP-D2",1,"(0, 3)",3.4,"(9.87)","(-10, 104)",-4,-1,0,0,1,3,4,12,54
"Turkey","DTP-D3",1,"(0, 3)",4.4,"(12.73)","(-16, 106)",-5,-1,-1,0,1,3,4,30.9,55
"Turkey","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","OPV-D1",-16,"(-18, -14)",-13,"(12.93)","(-27, 88)",-23,-19,-18,-18,-16,-14,-12,2,50.4
"Turkey","OPV-D2",-59,"(-60, -57)",-55.5,"(13.85)","(-78, 44)",-73.6,-62,-61,-60,-59,-57,-56,-16.1,3
"Turkey","OPV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","MCV-D1",1,"(0, 3)",1.2,"(12.55)","(-54, 84)",-51.1,-13,-1,0,1,3,4,17.4,52.1
"Turkey","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","HepB-D1",-4,"(-5, -2)",-2.4,"(8.3)","(-6, 108)",-6,-6,-5,-5,-4,-2,-2,0,48
"Turkey","HepB-D2",-21,"(-22, -20)",-19.1,"(9.14)","(-27, 95)",-24,-23,-23,-22,-21,-20,-19,-13.1,30.2
"Turkey","HepB-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","PCV-D1",1,"(-1, 2)",2.7,"(9.38)","(-7, 103)",-2,-2,-1,-1,1,2,3,11,52.8
"Turkey","PCV-D2",1,"(0, 3)",3.5,"(9.51)","(-8, 104)",-2,-1,0,0,1,3,4,13,53.4
"Turkey","PCV-D3",-25,"(-26, -23)",-21.9,"(11.22)","(-45, 77)",-33.9,-27.4,-27,-26,-25,-23,-21.7,1.4,27
"Turkey","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uganda","BCG",2,"(0, 5)",4,"(8.45)","(-2, 110)",-2,-1,-1,0,2,5,7,16,50
"Uganda","DTP-D1",2,"(0, 4)",3.7,"(8.65)","(-8, 130)",-4,-2,-1,0,2,4,6,14,53
"Uganda","DTP-D2",3,"(1, 7)",5.7,"(9.57)","(-8, 104)",-3,-1,0,1,3,7,10,22,53.9
"Uganda","DTP-D3",4,"(2, 10)",8.2,"(11.96)","(-12, 127)",-2,-1,1,2,4,10,15,30,57
"Uganda","OPV-BD",1,"(0, 3)",2.5,"(7.23)","(-2, 108)",-2,-1,-1,0,1,3,4,10,44
"Uganda","OPV-D1",2,"(0, 4)",3.6,"(8.48)","(-8, 130)",-4,-2,-1,0,2,4,6,14,51.3
"Uganda","OPV-D2",3,"(1, 7)",5.7,"(9.46)","(-8, 107)",-3,-1,0,1,3,7,10,22,52
"Uganda","OPV-D3",4,"(2, 10)",8.4,"(11.7)","(-12, 127)",-2,-1,1,2,4,10,16,30,56
"Uganda","IPV-D1",29,"(13, 40)",30.5,"(21.95)","(-2, 126)",1.3,7,9,13,29,40,48.9,68.4,107.8
"Uganda","MCV-D1",3,"(0, 7)",5.7,"(11.56)","(-37, 108)",-14,-4,-1,0,3,7,12,26,54
"Uganda","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uganda","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uganda","HepB-D1",2,"(0, 4)",3.7,"(8.65)","(-8, 130)",-4,-2,-1,0,2,4,6,14,53
"Uganda","HepB-D2",3,"(1, 7)",5.7,"(9.57)","(-8, 104)",-3,-1,0,1,3,7,10,22,53.9
"Uganda","HepB-D3",4,"(2, 10)",8.2,"(11.96)","(-12, 127)",-2,-1,1,2,4,10,15,30,57
"Uganda","Hib-D1",2,"(0, 4)",3.7,"(8.65)","(-8, 130)",-4,-2,-1,0,2,4,6,14,53
"Uganda","Hib-D2",3,"(1, 7)",5.7,"(9.57)","(-8, 104)",-3,-1,0,1,3,7,10,22,53.9
"Uganda","Hib-D3",4,"(2, 10)",8.2,"(11.96)","(-12, 127)",-2,-1,1,2,4,10,15,30,57
"Uganda","PCV-D1",3,"(0, 7)",6,"(10.96)","(-7, 130)",-3,-1,0,0,3,7,11,28,54
"Uganda","PCV-D2",4,"(2, 10)",8.3,"(12.11)","(-6, 139)",-3,-1,0,2,4,10,16,33,56
"Uganda","PCV-D3",6,"(2, 15)",11.3,"(13.86)","(-12, 127)",-2,-1,1,2,6,15,24,39,61.3
"Uganda","RV-D1",6,"(2, 11)",9.7,"(15.06)","(-7, 108)",-4,-1,1,2,6,11,15,46.1,56
"Uganda","RV-D2",5,"(3, 12)",9.7,"(11.91)","(-3, 61)",-2.8,0,1.3,3,5,12,17.4,31,56.7
"Uganda","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","BCG",7,"(3, 12)",11.2,"(15.49)","(-2, 204)",-1,0,2,3,7,12,18,41,72.2
"Yemen","DTP-D1",3,"(0, 7)",7.1,"(14.77)","(-8, 193)",-6,-3,-1,0,3,7,13,36,67.2
"Yemen","DTP-D2",4,"(2, 10)",9.8,"(16.68)","(-11, 199)",-5,-2,0,2,4,10,18,45,76
"Yemen","DTP-D3",6,"(3, 15)",12.4,"(17.83)","(-12, 199)",-4,-1,1,3,6,15,24,50,81
"Yemen","OPV-BD",4,"(2, 7)",6.9,"(12.39)","(-2, 177)",-2,-1,1,2,4,7,10,24.4,57.6
"Yemen","OPV-D1",3,"(0, 7)",7.1,"(14.74)","(-8, 193)",-6,-3,-1,0,3,7,13,36,64.3
"Yemen","OPV-D2",4,"(2, 10)",9.7,"(16.6)","(-11, 199)",-5,-2,0,2,4,10,18,44,74.7
"Yemen","OPV-D3",6,"(3, 15)",12.5,"(18.16)","(-12, 214)",-4,-1,1,3,6,15,24,50,81.3
"Yemen","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","MCV-D1",3,"(0, 16)",11.8,"(22.29)","(-39, 190)",-19,-7,-2,0,3,16,37,54,91
"Yemen","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","HepB-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","HepB-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","HepB-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","Hib-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","Hib-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","Hib-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","PCV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","PCV-D2",5,"(2, 11)",10.3,"(17.08)","(-11, 199)",-4.7,-1,1,2,5,11,18,48,77.3
"Yemen","PCV-D3",7,"(3, 16)",12.9,"(17.74)","(-11, 199)",-3,-1,1.1,3,7,16,25,52,78
"Yemen","RV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","RV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","BCG",1,"(0, 5)",4.4,"(9.26)","(-3, 121)",-2,-2,-1,0,1,5,9,20,44
"Zambia","DTP-D1",2,"(0, 4)",2.9,"(6.1)","(-8, 78)",-5,-2,-1,0,2,4,6,12,31
"Zambia","DTP-D2",3,"(1, 6)",5,"(7.84)","(-9, 96)",-3.2,-1,0,1,3,6,9,18,39.2
"Zambia","DTP-D3",4,"(2, 9)",7.2,"(9.77)","(-12, 108)",-2,-1,1,2,4,9,13,26,51.2
"Zambia","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","OPV-D1",2,"(0, 4)",3,"(5.87)","(-8, 65)",-4,-2,-1,0,2,4,6,12,30
"Zambia","OPV-D2",3,"(1, 7)",5.1,"(7.72)","(-9, 96)",-3,-1,0,1,3,7,9,18,37
"Zambia","OPV-D3",4,"(2, 9)",7.4,"(10.17)","(-12, 131)",-2,-1,1,2,4,9,14,26,50.7
"Zambia","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","MCV-D1",2,"(1, 6)",4,"(10.1)","(-38, 99)",-24,-4,-1,1,2,6,9,21,44.7
"Zambia","MCV-D2",3,"(1, 7)",3.1,"(12.67)","(-71, 65)",-46.5,-18,0,1,3,7,10,20,39.4
"Zambia","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","HepB-D1",2,"(0, 4)",2.9,"(6.1)","(-8, 78)",-5,-2,-1,0,2,4,6,12,31
"Zambia","HepB-D2",3,"(1, 6)",5,"(7.84)","(-9, 96)",-3.2,-1,0,1,3,6,9,18,39.2
"Zambia","HepB-D3",4,"(2, 9)",7.2,"(9.77)","(-12, 108)",-2,-1,1,2,4,9,13,26,51.2
"Zambia","Hib-D1",2,"(0, 4)",2.9,"(6.1)","(-8, 78)",-5,-2,-1,0,2,4,6,12,31
"Zambia","Hib-D2",3,"(1, 6)",5,"(7.84)","(-9, 96)",-3.2,-1,0,1,3,6,9,18,39.2
"Zambia","Hib-D3",4,"(2, 9)",7.2,"(9.77)","(-12, 108)",-2,-1,1,2,4,9,13,26,51.2
"Zambia","PCV-D1",2,"(0, 4)",2.9,"(5.95)","(-8, 77)",-4,-2,-1,0,2,4,5,12,31
"Zambia","PCV-D2",3,"(1, 6)",4.9,"(7.94)","(-8, 110)",-3,-1,0,1,3,6,9,17,37
"Zambia","PCV-D3",4,"(2, 9)",7,"(9.47)","(-8, 113)",-3,-1,1,2,4,9,13,24,48.9
"Zambia","RV-D1",2,"(0, 4)",3.4,"(7.58)","(-8, 135)",-4,-2,-1,0,2,4,6,13,39
"Zambia","RV-D2",3,"(1, 7)",6.1,"(11.11)","(-9, 119)",-3,-1,0,1,3,7,9.8,23,56.8
"Zambia","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zimbabwe","BCG",1,"(-1, 2)",1.9,"(6.84)","(-2, 109)",-2,-2,-1,-1,1,2,3,8,27
"Zimbabwe","DTP-D1",1,"(-1, 2)",1.6,"(6.09)","(-8, 103)",-5,-2,-1,-1,1,2,3,7,18
"Zimbabwe","DTP-D2",2,"(0, 4)",3.3,"(7.58)","(-8, 122)",-4,-2,-1,0,2,4,6,12,36.2
"Zimbabwe","DTP-D3",3,"(1, 6)",5.3,"(10.1)","(-14, 106)",-3,-2,0,1,3,6,9,22,54
"Zimbabwe","OPV-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zimbabwe","OPV-D1",1,"(-1, 2)",1.5,"(5.24)","(-8, 103)",-5.1,-3,-1,-1,1,2,3,7,18
"Zimbabwe","OPV-D2",2,"(0, 4)",3.3,"(7.55)","(-8, 113)",-4,-2,-1,0,2,4,6,13,35.3
"Zimbabwe","OPV-D3",3,"(1, 6)",6.1,"(11.92)","(-7, 118)",-3,-1.8,0,1,3,6,10,27,65
"Zimbabwe","IPV-D1",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zimbabwe","MCV-D1",2,"(0, 5)",4.1,"(10.91)","(-39, 73)",-27,-3,-1,0,2,5,8,24,51.8
"Zimbabwe","MCV-D2",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zimbabwe","HepB-BD",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zimbabwe","HepB-D1",1,"(-1, 2)",1.6,"(6.09)","(-8, 103)",-5,-2,-1,-1,1,2,3,7,18
"Zimbabwe","HepB-D2",2,"(0, 4)",3.3,"(7.58)","(-8, 122)",-4,-2,-1,0,2,4,6,12,36.2
"Zimbabwe","HepB-D3",3,"(1, 6)",5.3,"(10.1)","(-14, 106)",-3,-2,0,1,3,6,9,22,54
"Zimbabwe","Hib-D1",1,"(-1, 2)",1.6,"(6.09)","(-8, 103)",-5,-2,-1,-1,1,2,3,7,18
"Zimbabwe","Hib-D2",2,"(0, 4)",3.3,"(7.58)","(-8, 122)",-4,-2,-1,0,2,4,6,12,36.2
"Zimbabwe","Hib-D3",3,"(1, 6)",5.3,"(10.1)","(-14, 106)",-3,-2,0,1,3,6,9,22,54
"Zimbabwe","PCV-D1",1,"(0, 2)",1.9,"(7.08)","(-8, 115)",-4.4,-2,-1,0,1,2,3,8,34.1
"Zimbabwe","PCV-D2",2,"(0, 4)",3.4,"(7.9)","(-10, 122)",-4,-2,-1,0,2,4,6,13,39.8
"Zimbabwe","PCV-D3",3,"(1, 6)",5.2,"(9.99)","(-8, 107)",-3,-2,0,1,3,6,9,21,52
"Zimbabwe","RV-D1",1,"(-1, 3)",4,"(11.95)","(-8, 87)",-6,-4,-1,-1,1,3,5,32.1,59
"Zimbabwe","RV-D2",2,"(0, 4)",3.9,"(9.34)","(-8, 75)",-5,-3,-1,0,2,4,7,16.7,53
"Zimbabwe","RV-D3",NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
